district,date,max_apparent_temp,mean_apparent_temp,max_temperature,min_temperature,night_min_temperature,mean_humidity,mean_wind_speed,max_shortwave_radiation,total_precipitation,heat_hours_30,heat_hours_apparent_35,weather_source,hourly_coverage,hot_day,heatwave_streak,month,day_of_year,month_sin,month_cos,max_apparent_temp_median,max_apparent_temp_mad,max_apparent_temp_p98,max_temperature_median,max_temperature_mad,max_temperature_p98,night_min_temperature_median,night_min_temperature_mad,night_min_temperature_p98,mean_humidity_median,mean_humidity_mad,mean_humidity_p98,max_shortwave_radiation_median,max_shortwave_radiation_mad,max_shortwave_radiation_p98,apparent_anomaly_z,temperature_anomaly_z,night_anomaly_z,humidity_anomaly_z,radiation_anomaly_z,heat_hours_apparent_35_scaled,heatwave_streak_scaled,isolation_forest_raw,isolation_forest_percentile,robust_covariance_raw,robust_covariance_percentile,anomaly_score,model_disagreement,latitude,longitude,population_density_per_km2,share_age_65_plus_pct,green_space_pct,impervious_surface_pct,source_quality,apparent_heat_score,night_heat_score,duration_score,heat_hours_score,anomaly_component_score,hazard_score,exposure_score,age_vulnerability_score,impervious_score,low_green_score,vulnerability_score,hazard_contribution,exposure_contribution,vulnerability_contribution,risk_score,risk_level,recommendation,dominant_driver,generated_at_utc,pipeline_mode
Treptow-Köpenick,2025-08-02,26.129013898606217,21.438562200772548,26.302922803661012,16.27501132890982,16.27501132890982,60.07785714285714,4.193166081722329,659.4628571428572,1.4726190476190477,0,0,synthetic_demo_forecast,24,False,0,8,214,-0.8660254037844384,-0.5000000000000004,22.29,1.3000000000000007,25.5676,22.33,1.3299999999999983,25.674000000000003,9.91,1.2400000000000002,13.5076,63.57708333333333,1.42916666666666,66.88658333333333,538.04,48.780000000000086,657.4008000000001,1.9918303077785473,2.0148118189347404,3.462210746220577,0.0,1.6789379895880225,0.0,0.0,0.6263030321137752,0.9843888888888889,71.76907641763162,0.9764444444444444,98.20055555555555,0.7944444444444421,52.4349,13.5808,1700,21.7,59.0,28.0,demo_seed_replace_with_official_aggregation,11.827854992256764,2.500102990089268,0.0,0.0,98.20055555555555,24.15487580691437,0.0,82.70676691729322,0.0,0.0,33.08270676691729,13.285181693802905,0.0,8.270676691729323,21.555858385532225,Low,Routine monitoring.,climate anomaly,2026-08-04T20:45:56.440844+00:00,demo
Friedrichshain-Kreuzberg,2025-08-03,35.51828039169239,30.64277045278183,36.045285743562275,26.316351458127418,26.316351458127418,47.03769154855075,4.583918132561785,659.5557142857143,1.418095238095238,13,1,synthetic_demo_forecast,24,True,1,8,215,-0.8660254037844384,-0.5000000000000004,23.85,1.1699999999999982,28.070400000000003,23.94,1.1799999999999997,28.3036,11.35,1.1899999999999995,15.4244,62.49625,1.1541666666666686,66.26733333333333,544.1,54.049999999999955,639.7536,6.726621626648272,6.919409639708915,8.0,0.0,1.4407735876870358,0.08333333333333333,0.2,0.7859805664699008,0.9987777777777778,14008.448895260031,0.9957777777777778,99.78777777777776,0.30000000000000027,52.4996,13.4314,14100,10.7,18.0,73.0,demo_seed_replace_with_official_aggregation,63.99044662051329,93.78501325570379,20.0,8.333333333333334,99.78777777777776,60.671963861090774,100.0,0.0,100.0,100.0,60.0,33.36958012359993,20.0,15.0,68.36958012359993,Very High,Activate cooling measures and increase outreach to vulnerable groups.,population exposure,2026-08-04T20:45:56.440844+00:00,demo
Mitte,2025-08-03,34.70666418117346,30.474575672564985,35.18169493766578,26.592209373427607,26.592209373427607,47.490409802519,4.067236555765887,657.2471428571429,1.227142857142857,13,0,synthetic_demo_forecast,24,True,1,8,215,-0.8660254037844384,-0.5000000000000004,23.36,1.3200000000000003,29.20200000000001,23.46,1.3599999999999994,29.34680000000001,11.25,1.2599999999999998,16.2616,62.77333333333333,1.1225000000000023,66.10768333333333,537.68,49.65000000000009,643.0228000000001,5.797894046276943,5.813363912396439,8.0,0.0,1.6243088216346573,0.0,0.2,0.7809160191400235,0.9982777777777778,13926.895626397696,0.9957777777777778,99.75277777777777,0.2500000000000058,52.52,13.405,9800,15.2,22.0,67.0,demo_seed_replace_with_official_aggregation,59.481467673185875,96.29281248570554,20.0,0.0,99.75277777777777,58.21299111402644,65.3225806451613,33.83458646616541,86.66666666666667,90.2439024390244,66.4281435295556,32.017145112714545,13.06451612903226,16.6070358823889,61.6886971241357,High,Target warnings; review outdoor work and event schedules.,climate anomaly,2026-08-04T20:45:56.440844+00:00,demo
Tempelhof-Schöneberg,2025-08-03,34.14956896353871,30.440804089592135,34.89429407725755,25.71633551593469,25.71633551593469,47.41721535807455,4.601978658525754,648.8204761904761,1.1357142857142857,13,0,synthetic_demo_forecast,24,True,1,8,215,-0.8660254037844384,-0.5000000000000004,23.35,1.3099999999999987,29.068800000000003,23.49,1.3699999999999974,29.3016,11.03,1.4000000000000004,17.6908,63.09458333333333,1.34375,66.0773,544.59,45.049999999999955,668.344,5.560465245982518,5.614664944134231,7.0755697114792016,0.0,1.5605436858228963,0.0,0.2,0.7743901722208273,0.9976111111111111,13833.752928904962,0.9957777777777778,99.70611111111111,0.18333333333333535,52.4406,13.3737,6700,20.3,29.0,58.0,demo_seed_replace_with_official_aggregation,56.386494241881735,88.33032287213356,20.0,0.0,99.70611111111111,55.926043637700865,40.32258064516129,72.18045112781955,66.66666666666667,73.17073170731707,70.49819671129042,30.75932400073548,8.064516129032258,17.624549177822605,56.44838930759035,High,Target warnings; review outdoor work and event schedules.,climate anomaly,2026-08-04T20:45:56.440844+00:00,demo
Neukölln,2025-08-03,34.59884393864903,30.28474827617575,35.16981787783156,26.295572044073463,26.295572044073463,47.82872329458249,4.692363572776043,657.1914285714286,1.5738095238095238,12,0,synthetic_demo_forecast,24,True,1,8,215,-0.8660254037844384,-0.5000000000000004,23.2,1.1799999999999997,29.058000000000014,23.27,1.1799999999999997,28.894400000000008,11.17,1.1899999999999995,16.2056,62.46333333333333,1.1300000000000026,66.12825000000001,545.87,55.24000000000001,652.9196000000001,6.51560585197845,6.801963727162524,8.0,0.0,1.359255519608298,0.0,0.2,0.7770671395813175,0.9978333333333333,14009.013896089491,0.9957777777777778,99.72166666666666,0.20555555555555882,52.4408,13.4445,7200,15.0,24.0,64.0,demo_seed_replace_with_official_aggregation,58.88246632582796,93.59610949157694,20.0,0.0,99.72166666666666,57.59261297110966,44.354838709677416,32.330827067669176,80.0,85.36585365853658,62.27379424170182,31.675937134110317,8.870967741935484,15.568448560425455,56.11535343647125,High,Target warnings; review outdoor work and event schedules.,climate anomaly,2026-08-04T20:45:56.440844+00:00,demo
Charlottenburg-Wilmersdorf,2025-08-03,34.302492575908275,29.94390477070348,35.09738472478466,25.8364467737462,25.8364467737462,47.92481456442375,4.659910501978904,656.2414285714285,1.0485714285714285,12,0,synthetic_demo_forecast,24,True,1,8,215,-0.8660254037844384,-0.5000000000000004,22.87,1.4000000000000021,27.7716,22.92,1.3100000000000023,27.882400000000004,10.74,1.3499999999999996,14.570400000000003,63.135,1.3266666666666609,66.60005,550.11,47.139999999999986,642.7468,5.507936143024926,6.269872878976091,7.54252877764598,0.0,1.5185546852244134,0.0,0.2,0.7742404890337926,0.9976111111111111,13984.597814554381,0.9957777777777778,99.70611111111111,0.18333333333333535,52.5079,13.2638,5300,22.1,34.0,53.0,demo_seed_replace_with_official_aggregation,57.23606986615708,89.42224339769272,20.0,0.0,99.70611111111111,56.387183185031105,29.032258064516128,85.71428571428572,55.55555555555556,60.97560975609756,68.97406116918313,31.01295075176711,5.806451612903226,17.243515292295783,54.06291765696612,High,Target warnings; review outdoor work and event schedules.,climate anomaly,2026-08-04T20:45:56.440844+00:00,demo
Lichtenberg,2025-08-03,34.03489924453116,30.018342364074826,34.723040132511194,25.974783705983672,25.974783705983672,47.939794723153916,4.191464879217896,669.0704761904761,1.3033333333333335,12,0,synthetic_demo_forecast,24,True,1,8,215,-0.8660254037844384,-0.5000000000000004,23.21,1.2100000000000009,29.260400000000004,23.35,1.3099999999999987,29.4452,11.12,1.1799999999999997,17.273600000000002,62.86375,1.3191666666666677,66.4736,537.78,52.25999999999999,654.5752,6.03412769644747,5.855733188194869,8.0,0.0,1.6944931687286284,0.0,0.2,0.7810669929010279,0.9982777777777778,13925.889542833364,0.9957777777777778,99.75277777777777,0.2500000000000058,52.5322,13.5119,5500,18.6,32.0,52.0,demo_seed_replace_with_official_aggregation,55.74944024739534,90.67985187257884,20.0,0.0,99.75277777777777,56.064837423030745,30.64516129032258,59.39849624060152,53.333333333333336,65.85365853658536,58.88947979705362,30.83566058266691,6.129032258064516,14.722369949263404,51.68706278999483,High,Target warnings; review outdoor work and event schedules.,climate anomaly,2026-08-04T20:45:56.440844+00:00,demo
Marzahn-Hellersdorf,2025-08-03,33.88664500566084,29.671816446404108,34.63761814728323,25.94616410259504,25.94616410259504,48.21991377077296,4.702226480558605,659.167619047619,0.986904761904762,12,0,synthetic_demo_forecast,24,True,1,8,215,-0.8660254037844384,-0.5000000000000004,23.13,1.3000000000000007,29.3636,23.24,1.389999999999997,29.524800000000003,10.62,1.3099999999999987,16.514000000000003,63.31,1.1412499999999994,66.3952,546.13,52.58000000000004,652.3324,5.5809674302217696,5.530638935528997,7.891111500322343,0.0,1.450034794995332,0.0,0.2,0.7715511337126373,0.9973333333333333,13905.272821280994,0.9957777777777778,99.68666666666665,0.15555555555555323,52.5223,13.5754,4100,20.2,39.0,45.0,demo_seed_replace_with_official_aggregation,54.92580558700466,90.41967365995492,20.0,0.0,99.68666666666665,55.72431633777819,19.35483870967742,71.42857142857143,37.77777777777778,48.78048780487805,53.98877274487031,30.648373985778008,3.870967741935484,13.497193186217578,48.016534913931075,High,Target warnings; review outdoor work and event schedules.,climate anomaly,2026-08-04T20:45:56.440844+00:00,demo
Pankow,2025-08-03,34.8877488576473,30.439183752003917,35.535478011916275,26.024808126325993,26.024808126325993,47.73162011997931,4.262919302960048,660.1990476190476,0.8480952380952381,12,0,synthetic_demo_forecast,24,True,1,8,215,-0.8660254037844384,-0.5000000000000004,23.02,1.25,26.4356,23.08,1.2999999999999972,26.7812,10.75,1.2699999999999996,13.775200000000002,63.09458333333333,1.1216666666666697,66.75355,536.45,52.14000000000004,648.4684000000001,6.4037495522176195,6.462388326078046,8.0,0.0,1.6008360014015477,0.0,0.2,0.7813654535459614,0.9982777777777778,13966.23445806032,0.9957777777777778,99.75277777777777,0.2500000000000058,52.5929,13.4317,4100,16.0,35.0,48.0,demo_seed_replace_with_official_aggregation,60.487493653596125,91.1346193302363,20.0,0.0,99.75277777777777,57.79137123384964,19.35483870967742,39.84962406015038,44.44444444444444,58.53658536585366,46.12955152107912,31.785254178617304,3.870967741935484,11.53238788026978,47.18860980082257,High,Target warnings; review outdoor work and event schedules.,climate anomaly,2026-08-04T20:45:56.440844+00:00,demo
Reinickendorf,2025-08-03,34.6342534046027,30.01957758516684,35.15504167972931,25.69365614807168,25.69365614807168,48.11106456442375,4.251390783107279,643.6166666666667,0.9864285714285714,12,0,synthetic_demo_forecast,24,True,1,8,215,-0.8660254037844384,-0.5000000000000004,22.6,1.2699999999999996,27.372000000000003,22.61,1.2699999999999996,27.47200000000001,10.4,1.2599999999999998,14.820000000000007,63.29125,1.2833333333333314,67.18086666666667,542.97,50.90999999999997,647.9484000000001,6.3913328492947095,6.662609992304068,8.0,0.0,1.3334363904692152,0.0,0.2,0.7766166248055438,0.9978333333333333,13999.011791283754,0.9957777777777778,99.72166666666666,0.20555555555555882,52.6048,13.2953,3000,22.4,49.0,37.0,demo_seed_replace_with_official_aggregation,59.079185581126126,88.12414680065162,20.0,0.0,99.72166666666666,56.84067030682522,10.483870967741936,87.96992481203007,20.0,24.390243902439025,48.28553090042179,31.262368668753872,2.0967741935483875,12.071382725105448,45.4305255874077,High,Target warnings; review outdoor work and event schedules.,climate anomaly,2026-08-04T20:45:56.440844+00:00,demo
Spandau,2025-08-03,34.61551592838873,29.797920117089706,35.31643523585263,25.395459949878866,25.395459949878866,49.25330662791581,4.802244816369694,650.8890476190476,2.0240476190476193,13,0,synthetic_demo_forecast,24,True,1,8,215,-0.8660254037844384,-0.5000000000000004,22.76,1.2999999999999972,27.255200000000002,22.79,1.3300000000000018,27.636400000000002,10.6,1.3499999999999996,15.285200000000001,63.337916666666665,1.436249999999994,67.78,537.55,51.68999999999994,649.742,6.151104571173695,6.352605124635047,7.392148902518035,0.0,1.478934809574879,0.0,0.2,0.7779689533144147,0.9978888888888889,13912.706380732256,0.9957777777777778,99.72555555555556,0.21111111111111747,52.5389,13.2034,2700,21.0,45.0,39.0,demo_seed_replace_with_official_aggregation,58.97508849104851,85.41327227162606,20.0,0.0,99.72555555555556,56.398382923722,8.064516129032258,77.44360902255639,24.444444444444443,34.14634146341463,48.06958453043177,31.0191106080471,1.6129032258064517,12.017396132607942,44.64940996646149,Moderate,Publish heat-safety guidance and verify cooling resources.,climate anomaly,2026-08-04T20:45:56.440844+00:00,demo
Steglitz-Zehlendorf,2025-08-03,32.79914909147915,29.060529621357805,33.33249674066819,25.09711891200837,25.09711891200837,48.89344551680471,4.498257706399742,665.1614285714286,1.885,10,0,synthetic_demo_forecast,24,True,1,8,215,-0.8660254037844384,-0.5000000000000004,22.62,1.2300000000000004,29.5196,22.59,1.2199999999999989,29.700400000000002,10.18,1.450000000000001,16.485600000000005,63.705000000000005,1.2437500000000057,67.11735,541.55,54.66999999999996,650.4988000000001,5.581904066290458,5.93911047974438,6.938937147698758,0.0,1.5250551735344773,0.0,0.2,0.7742404890337926,0.9976111111111111,13859.256695799028,0.9957777777777778,99.70611111111111,0.18333333333333535,52.4295,13.2588,3100,24.0,48.0,36.0,demo_seed_replace_with_official_aggregation,48.884161619328616,82.70108101825791,20.0,0.0,99.70611111111111,52.455840941725924,11.290322580645162,100.0,17.77777777777778,26.829268292682926,52.929539295392956,28.850712517949262,2.2580645161290325,13.232384823848239,44.34116185792654,Moderate,Publish heat-safety guidance and verify cooling resources.,climate anomaly,2026-08-04T20:45:56.440844+00:00,demo
Treptow-Köpenick,2025-08-03,33.5717104572441,29.462988839342717,34.09251770043156,24.715112840403787,24.715112840403787,48.61604472315391,4.310612836175445,659.4628571428572,1.4726190476190477,11,0,synthetic_demo_forecast,24,True,1,8,215,-0.8660254037844384,-0.5000000000000004,22.29,1.3000000000000007,25.5676,22.33,1.3299999999999983,25.674000000000003,9.91,1.2400000000000002,13.5076,63.57708333333333,1.42916666666666,66.88658333333333,538.04,48.780000000000086,657.4008000000001,5.853391888078167,5.965195110617283,8.0,0.0,1.6789379895880225,0.0,0.2,0.7809160191400235,0.9982777777777778,13936.985731747985,0.9957777777777778,99.75277777777777,0.2500000000000058,52.4349,13.5808,1700,21.7,59.0,28.0,demo_seed_replace_with_official_aggregation,53.17616920691168,79.22829854912533,20.0,0.0,99.75277777777777,53.446459560343435,0.0,82.70676691729322,0.0,0.0,33.08270676691729,29.39555275818889,0.0,8.270676691729323,37.66622944991821,Moderate,Publish heat-safety guidance and verify cooling resources.,climate anomaly,2026-08-04T20:45:56.440844+00:00,demo
Friedrichshain-Kreuzberg,2025-08-04,39.005308066207895,35.105632574175424,40.00541136498451,30.99047323523006,30.99047323523006,39.95390190049847,4.512694054519342,659.5557142857143,1.418095238095238,24,11,synthetic_demo_forecast,24,True,2,8,216,-0.8660254037844384,-0.5000000000000004,23.85,1.1699999999999982,28.070400000000003,23.94,1.1799999999999997,28.3036,11.35,1.1899999999999995,15.4244,62.49625,1.1541666666666686,66.26733333333333,544.1,54.049999999999955,639.7536,8.0,8.0,8.0,0.0,1.4407735876870358,0.9166666666666666,0.4,0.7993651588424994,0.9994444444444445,54337.258097807346,0.9976666666666667,99.89111111111112,0.1777777777777767,52.4996,13.4314,14100,10.7,18.0,73.0,demo_seed_replace_with_official_aggregation,83.36282259004386,100.0,40.0,91.66666666666667,99.89111111111112,83.90521012873758,100.0,0.0,100.0,100.0,60.0,46.14786557080567,20.0,15.0,81.14786557080566,Very High,Activate cooling measures and increase outreach to vulnerable groups.,warm nights,2026-08-04T20:45:56.440844+00:00,demo
Mitte,2025-08-04,39.29655304261313,34.99770950086224,40.08426018655589,30.901224047484458,30.901224047484458,40.40662015446673,4.353944746696572,657.2471428571429,1.227142857142857,24,13,synthetic_demo_forecast,24,True,2,8,216,-0.8660254037844384,-0.5000000000000004,23.36,1.3200000000000003,29.20200000000001,23.46,1.3599999999999994,29.34680000000001,11.25,1.2599999999999998,16.2616,62.77333333333333,1.1225000000000023,66.10768333333333,537.68,49.65000000000009,643.0228000000001,8.0,8.0,8.0,0.0,1.6243088216346573,1.0833333333333333,0.4,0.8013045687895852,0.9996111111111111,54332.314232838726,0.9976666666666667,99.90277777777777,0.19444444444444153,52.52,13.405,9800,15.2,22.0,67.0,demo_seed_replace_with_official_aggregation,84.9808502367396,100.0,40.0,100.0,99.90277777777777,85.72385313841441,65.3225806451613,33.83458646616541,86.66666666666667,90.2439024390244,66.4281435295556,47.14811922612793,13.06451612903226,16.6070358823889,76.81967123754909,Very High,Activate cooling measures and increase outreach to vulnerable groups.,warm nights,2026-08-04T20:45:56.440844+00:00,demo
Tempelhof-Schöneberg,2025-08-04,38.7555783720422,35.03738407296424,39.79136055521491,30.619279014771077,30.619279014771077,40.33342571002228,4.498536769449674,648.8204761904761,1.1357142857142857,24,12,synthetic_demo_forecast,24,True,2,8,216,-0.8660254037844384,-0.5000000000000004,23.35,1.3099999999999987,29.068800000000003,23.49,1.3699999999999974,29.3016,11.03,1.4000000000000004,17.6908,63.09458333333333,1.34375,66.0773,544.59,45.049999999999955,668.344,7.932000195675544,8.0,8.0,0.0,1.5605436858228963,1.0,0.4,0.8006023198538132,0.9995,54337.09998202042,0.9976666666666667,99.895,0.18333333333333535,52.4406,13.3737,6700,20.3,29.0,58.0,demo_seed_replace_with_official_aggregation,81.97543540023445,100.0,40.0,100.0,99.895,84.67040239008206,40.32258064516129,72.18045112781955,66.66666666666667,73.17073170731707,70.49819671129042,46.56872131454514,8.064516129032258,17.624549177822605,72.2577866214,Very High,Activate cooling measures and increase outreach to vulnerable groups.,warm nights,2026-08-04T20:45:56.440844+00:00,demo
Neukölln,2025-08-04,39.27388376094159,34.83740211021276,40.14210857629719,30.886159088713097,30.886159088713097,40.74493364653022,4.425872199454461,657.1914285714286,1.5738095238095238,24,12,synthetic_demo_forecast,24,True,2,8,216,-0.8660254037844384,-0.5000000000000004,23.2,1.1799999999999997,29.058000000000014,23.27,1.1799999999999997,28.894400000000008,11.17,1.1899999999999995,16.2056,62.46333333333333,1.1300000000000026,66.12825000000001,545.87,55.24000000000001,652.9196000000001,8.0,8.0,8.0,0.0,1.359255519608298,1.0,0.4,0.7989017165001926,0.9993888888888889,54339.61440758811,0.9976666666666667,99.88722222222222,0.17222222222221806,52.4408,13.4445,7200,15.0,24.0,64.0,demo_seed_replace_with_official_aggregation,84.85490978300882,100.0,40.0,100.0,99.88722222222222,85.67666286849753,44.354838709677416,32.330827067669176,80.0,85.36585365853658,62.27379424170182,47.122164577673644,8.870967741935484,15.568448560425455,71.56158088003458,Very High,Activate cooling measures and increase outreach to vulnerable groups.,warm nights,2026-08-04T20:45:56.440844+00:00,demo
Charlottenburg-Wilmersdorf,2025-08-04,38.466599762037234,34.57844502729666,39.25337791970951,29.877812326040587,29.877812326040587,40.84102491637149,4.503382104183503,656.2414285714285,1.0485714285714285,23,10,synthetic_demo_forecast,24,True,2,8,216,-0.8660254037844384,-0.5000000000000004,22.87,1.4000000000000021,27.7716,22.92,1.3100000000000023,27.882400000000004,10.74,1.3499999999999996,14.570400000000003,63.135,1.3266666666666609,66.60005,550.11,47.139999999999986,642.7468,7.514116013392115,8.0,8.0,0.0,1.5185546852244134,0.8333333333333334,0.4,0.7998288700273937,0.9995,54376.96644801902,0.9976666666666667,99.895,0.18333333333333535,52.5079,13.2638,5300,22.1,34.0,53.0,demo_seed_replace_with_official_aggregation,80.36999867798463,100.0,40.0,83.33333333333333,99.895,81.60849953729462,29.032258064516128,85.71428571428572,55.55555555555556,60.97560975609756,68.97406116918313,44.884674745512044,5.806451612903226,17.243515292295783,67.93464165071106,Very High,Activate cooling measures and increase outreach to vulnerable groups.,warm nights,2026-08-04T20:45:56.440844+00:00,demo
Lichtenberg,2025-08-04,39.353515384360456,34.53738132217388,40.157294359910786,31.18239830426597,31.18239830426597,40.85600507510165,4.328095635328547,669.0704761904761,1.3033333333333335,24,10,synthetic_demo_forecast,24,True,2,8,216,-0.8660254037844384,-0.5000000000000004,23.21,1.2100000000000009,29.260400000000004,23.35,1.3099999999999987,29.4452,11.12,1.1799999999999997,17.273600000000002,62.86375,1.3191666666666677,66.4736,537.78,52.25999999999999,654.5752,8.0,8.0,8.0,0.0,1.6944931687286284,0.8333333333333334,0.4,0.8014594842497564,0.9996111111111111,54330.55593615176,0.9976666666666667,99.90277777777777,0.19444444444444153,52.5322,13.5119,5500,18.6,32.0,52.0,demo_seed_replace_with_official_aggregation,85.29730769089142,100.0,40.0,83.33333333333333,99.90277777777777,83.33461324736754,30.64516129032258,59.39849624060152,53.333333333333336,65.85365853658536,58.88947979705362,45.83403728605215,6.129032258064516,14.722369949263404,66.68543949338007,Very High,Activate cooling measures and increase outreach to vulnerable groups.,warm nights,2026-08-04T20:45:56.440844+00:00,demo
Marzahn-Hellersdorf,2025-08-04,37.88932493347668,34.26080048421709,38.69839436363355,30.193463170802424,30.193463170802424,41.136124122720695,4.559113959963152,659.167619047619,0.986904761904762,24,11,synthetic_demo_forecast,24,True,2,8,216,-0.8660254037844384,-0.5000000000000004,23.13,1.3000000000000007,29.3636,23.24,1.389999999999997,29.524800000000003,10.62,1.3099999999999987,16.514000000000003,63.31,1.1412499999999994,66.3952,546.13,52.58000000000004,652.3324,7.65771406441733,7.501110902601392,8.0,0.0,1.450034794995332,0.9166666666666666,0.4,0.7987472954352787,0.9993888888888889,54300.64454278189,0.9976666666666667,99.88722222222222,0.17222222222221806,52.5223,13.5754,4100,20.2,39.0,45.0,demo_seed_replace_with_official_aggregation,77.16291629709266,100.0,40.0,91.66666666666667,99.88722222222222,81.73446514842688,19.35483870967742,71.42857142857143,37.77777777777778,48.78048780487805,53.98877274487031,44.95395583163479,3.870967741935484,13.497193186217578,62.32211675978785,High,Target warnings; review outdoor work and event schedules.,warm nights,2026-08-04T20:45:56.440844+00:00,demo
Pankow,2025-08-04,39.27748939100777,34.83089291071824,40.033273555839884,31.332224128049237,31.332224128049237,40.647830471927044,4.323963931359806,660.1990476190476,0.8480952380952381,24,11,synthetic_demo_forecast,24,True,2,8,216,-0.8660254037844384,-0.5000000000000004,23.02,1.25,26.4356,23.08,1.2999999999999972,26.7812,10.75,1.2699999999999996,13.775200000000002,63.09458333333333,1.1216666666666697,66.75355,536.45,52.14000000000004,648.4684000000001,8.0,8.0,8.0,0.0,1.6008360014015477,0.9166666666666666,0.4,0.8013045687895852,0.9996111111111111,54332.91861383613,0.9976666666666667,99.90277777777777,0.19444444444444153,52.5929,13.4317,4100,16.0,35.0,48.0,demo_seed_replace_with_official_aggregation,84.87494106115427,100.0,40.0,91.66666666666667,99.90277777777777,84.43678492695955,19.35483870967742,39.84962406015038,44.44444444444444,58.53658536585366,46.12955152107912,46.440231709827756,3.870967741935484,11.53238788026978,61.843587332033024,High,Target warnings; review outdoor work and event schedules.,warm nights,2026-08-04T20:45:56.440844+00:00,demo
Reinickendorf,2025-08-04,38.46993120370993,34.556569004073516,39.276549830120295,30.61922564935143,30.61922564935143,41.02727491637149,4.1776783637899255,643.6166666666667,0.9864285714285714,24,11,synthetic_demo_forecast,24,True,2,8,216,-0.8660254037844384,-0.5000000000000004,22.6,1.2699999999999996,27.372000000000003,22.61,1.2699999999999996,27.47200000000001,10.4,1.2599999999999998,14.820000000000007,63.29125,1.2833333333333314,67.18086666666667,542.97,50.90999999999997,647.9484000000001,8.0,8.0,8.0,0.0,1.3334363904692152,0.9166666666666666,0.4,0.7984385428446084,0.9993888888888889,54340.38130130053,0.9976666666666667,99.88722222222222,0.17222222222221806,52.6048,13.2953,3000,22.4,49.0,37.0,demo_seed_replace_with_official_aggregation,80.38850668727741,100.0,40.0,91.66666666666667,99.88722222222222,82.86342178499154,10.483870967741936,87.96992481203007,20.0,24.390243902439025,48.28553090042179,45.57488198174536,2.0967741935483875,12.071382725105448,59.743038900399185,High,Target warnings; review outdoor work and event schedules.,warm nights,2026-08-04T20:45:56.440844+00:00,demo
Spandau,2025-08-04,38.40118383455216,34.274228732180696,39.36648901852739,29.6503695538308,29.6503695538308,42.16951697986355,4.572724475040528,650.8890476190476,2.0240476190476193,23,11,synthetic_demo_forecast,24,True,2,8,216,-0.8660254037844384,-0.5000000000000004,22.76,1.2999999999999972,27.255200000000002,22.79,1.3300000000000018,27.636400000000002,10.6,1.3499999999999996,15.285200000000001,63.337916666666665,1.436249999999994,67.78,537.55,51.68999999999994,649.742,8.0,8.0,8.0,0.0,1.478934809574879,0.9166666666666666,0.4,0.7999835001921083,0.9995,54336.188952616976,0.9976666666666667,99.895,0.18333333333333535,52.5389,13.2034,2700,21.0,45.0,39.0,demo_seed_replace_with_official_aggregation,80.00657685862309,100.0,40.0,91.66666666666667,99.895,82.73130190051808,8.064516129032258,77.44360902255639,24.444444444444443,34.14634146341463,48.06958453043177,45.502216045284946,1.6129032258064517,12.017396132607942,59.13251540369934,High,Target warnings; review outdoor work and event schedules.,warm nights,2026-08-04T20:45:56.440844+00:00,demo
Steglitz-Zehlendorf,2025-08-04,37.684267482837924,33.631637687211175,38.432299162832095,29.49027843399776,29.49027843399776,41.809655868752436,4.438844289807994,665.1614285714286,1.885,21,8,synthetic_demo_forecast,24,True,2,8,216,-0.8660254037844384,-0.5000000000000004,22.62,1.2300000000000004,29.5196,22.59,1.2199999999999989,29.700400000000002,10.18,1.450000000000001,16.485600000000005,63.705000000000005,1.2437500000000057,67.11735,541.55,54.66999999999996,650.4988000000001,8.0,8.0,8.0,0.0,1.5250551735344773,0.6666666666666666,0.4,0.7998288700273937,0.9995,54334.925688530995,0.9976666666666667,99.895,0.18333333333333535,52.4295,13.2588,3100,24.0,48.0,36.0,demo_seed_replace_with_official_aggregation,76.02370823798847,100.0,40.0,66.66666666666667,99.895,77.58729788329596,11.290322580645162,100.0,17.77777777777778,26.829268292682926,52.929539295392956,42.67301383581278,2.2580645161290325,13.232384823848239,58.163463175790056,High,Target warnings; review outdoor work and event schedules.,warm nights,2026-08-04T20:45:56.440844+00:00,demo
Treptow-Köpenick,2025-08-04,39.08507240615532,34.104208505627476,39.85892781142643,29.949317646953457,29.949317646953457,41.532255075101645,4.354221144031265,659.4628571428572,1.4726190476190477,23,10,synthetic_demo_forecast,24,True,2,8,216,-0.8660254037844384,-0.5000000000000004,22.29,1.3000000000000007,25.5676,22.33,1.3299999999999983,25.674000000000003,9.91,1.2400000000000002,13.5076,63.57708333333333,1.42916666666666,66.88658333333333,538.04,48.780000000000086,657.4008000000001,8.0,8.0,8.0,0.0,1.6789379895880225,0.8333333333333334,0.4,0.8013045687895852,0.9996111111111111,54330.93932197238,0.9976666666666667,99.90277777777777,0.19444444444444153,52.4349,13.5808,1700,21.7,59.0,28.0,demo_seed_replace_with_official_aggregation,83.805957811974,100.0,40.0,83.33333333333333,99.90277777777777,82.81264078974645,0.0,82.70676691729322,0.0,0.0,33.08270676691729,45.546952434360556,0.0,8.270676691729323,53.81762912608988,High,Target warnings; review outdoor work and event schedules.,warm nights,2026-08-04T20:45:56.440844+00:00,demo
